-4.217943e+06	-4.784317e+06
-4.065583e+06	-4.914445e+06
-3.909210e+06	-5.039723e+06
-3.748980e+06	-5.160028e+06
-3.585049e+06	-5.275240e+06
-3.417581e+06	-5.385246e+06
-3.246740e+06	-5.489937e+06
-3.072695e+06	-5.589211e+06
-2.895617e+06	-5.682969e+06
-2.715682e+06	-5.771118e+06
-2.533067e+06	-5.853572e+06
-2.347952e+06	-5.930249e+06
-2.160520e+06	-6.001074e+06
-1.970955e+06	-6.065976e+06
-1.779446e+06	-6.124892e+06
-1.586180e+06	-6.177764e+06
-1.391349e+06	-6.224539e+06
-1.195145e+06	-6.265171e+06
-9.977617e+05	-6.299619e+06
-7.993936e+05	-6.327851e+06
-6.002365e+05	-6.349839e+06
-4.004871e+05	-6.365559e+06
-2.003424e+05	-6.374998e+06
-3.434424e-02	-6.378145e+06
2.003423e+05	-6.374998e+06
4.004870e+05	-6.365559e+06
6.002364e+05	-6.349839e+06
7.993935e+05	-6.327851e+06
9.977617e+05	-6.299619e+06
1.195145e+06	-6.265171e+06
1.391349e+06	-6.224539e+06
1.586180e+06	-6.177764e+06
1.779446e+06	-6.124892e+06
1.970955e+06	-6.065976e+06
2.160520e+06	-6.001074e+06
2.347952e+06	-5.930249e+06
2.533067e+06	-5.853572e+06
2.715682e+06	-5.771118e+06
2.895617e+06	-5.682969e+06
3.072695e+06	-5.589211e+06
3.246740e+06	-5.489937e+06
3.417581e+06	-5.385246e+06
3.585049e+06	-5.275240e+06
3.748980e+06	-5.160028e+06
3.909210e+06	-5.039723e+06
4.065583e+06	-4.914445e+06
4.217943e+06	-4.784317e+06
4.366141e+06	-4.649468e+06
4.510030e+06	-4.510030e+06
4.649468e+06	-4.366141e+06
4.784317e+06	-4.217943e+06
4.914445e+06	-4.065583e+06
5.039723e+06	-3.909210e+06
5.160028e+06	-3.748980e+06
5.275240e+06	-3.585049e+06
5.385246e+06	-3.417581e+06
5.489937e+06	-3.246740e+06
5.589211e+06	-3.072695e+06
5.682969e+06	-2.895617e+06
5.771118e+06	-2.715682e+06
5.853572e+06	-2.533067e+06
5.930249e+06	-2.347952e+06
6.001074e+06	-2.160520e+06
6.065976e+06	-1.970955e+06
6.124892e+06	-1.779446e+06
6.177764e+06	-1.586180e+06
6.224539e+06	-1.391349e+06
6.265171e+06	-1.195145e+06
6.299619e+06	-9.977617e+05
6.327851e+06	-7.993936e+05
6.349839e+06	-6.002365e+05
6.365559e+06	-4.004871e+05
6.374998e+06	-2.003424e+05
6.378145e+06	-4.579229e-02
